match id,team1_id,team2_id,winner_id,toss decision,venue,city,match_dt,lighting,series_name,season,ground_id,team_count_50runs_last15,team_winp_last5,team1only_avg_runs_last15,team1_winp_team2_last15,ground_avg_runs_last15,toss_winner_team_id
9128678,30393,30414,30393,field,Ma Ct An Sm Pe,Pune,2022-05-04,night match,In Pr Le,2022,18752,0.947368421052632,0.672131147540984,156.4,0,163.583333333333,30414
9128685,30421,36014,30421,field,Be Sm Mi,Mumbai,2022-05-05,night match,In Pr Le,2022,2764,1,0.506172839506173,162.8,100,178.055555555556,36014
9128692,30435,48341,30435,field,Be Sm Mi,Mumbai,2022-05-06,night match,In Pr Le,2022,2764,1.75,0.259259259259259,163.466666666667,0,179.9,48341
9128706,48334,30400,48334,field,Ma Ct An Sm Pe,Pune,2022-05-07,night match,In Pr Le,2022,18752,1.05555555555556,3.85714285714286,179.285714285714,0,164,30400
9128699,30407,30428,30428,bat,We Sm Mi,Mumbai,2022-05-07,day/night match,In Pr Le,2022,5004,0.777777777777778,0.672131147540984,151.8,50,166.8,30407
9128713,30393,36014,30393,bat,We Sm Mi,Mumbai,2022-05-08,day/night match,In Pr Le,2022,5004,0.9375,0.672131147540984,156,50,168.4,30393
9128734,48341,48334,48341,bat,Ma Ct An Sm Pe,Pune,2022-05-10,night match,In Pr Le,2022,18752,0.478260869565217,0.753086419753086,171.333333333333,0,160.8125,48341
9128755,30407,30393,30407,field,Be Sm Mi,Mumbai,2022-05-13,night match,In Pr Le,2022,2764,0.8125,0.672131147540984,155.666666666667,50,179.409090909091,30393
9128762,30400,36014,30400,bat,Ma Ct An Sm Pe,Pune,2022-05-14,night match,In Pr Le,2022,18752,1.11764705882353,0.51219512195122,162,66.67,155.5,30400
9128769,30414,48341,48341,bat,We Sm Mi,Mumbai,2022-05-15,day/night match,In Pr Le,2022,5004,1.66666666666667,0.753086419753086,171,0,164.9,30414
9128783,30421,30407,30421,field,Dr DY Pl Ss Ay Mi,Navi Mumbai,2022-05-16,night match,In Pr Le,2022,16540,1.21428571428571,1.48780487804878,168.133333333333,100,160.090909090909,30407
9128797,48334,30400,48334,bat,Dr DY Pl Ss Ay Mi,Navi Mumbai,2022-05-18,night match,In Pr Le,2022,16540,1.5625,1.97560975609756,175,100,159.291666666667,48334
9128804,48341,30393,30393,bat,We Sm Mi,Mumbai,2022-05-19,night match,In Pr Le,2022,5004,0.785714285714286,1.97560975609756,163.125,100,161.966666666667,48341
9128825,36014,30407,30407,bat,We Sm Mi,Mumbai,2022-05-22,night match,In Pr Le,2022,5004,0.875,0.51219512195122,172.533333333333,66.67,164.333333333333,36014
9185392,30428,48341,48341,field,En Gs Ka,Kolkata,2022-05-24,night match,In Pr Le,2022,2057,1.72727272727273,1,171.066666666667,0,150.222222222222,48341
9185399,30393,48334,30393,field,En Gs Ka,Kolkata,2022-05-25,night match,In Pr Le,2022,2057,0.535714285714286,0.753086419753086,166.4,0,154.15,48334
9084571,8056,9701,9701,bat,St Le Gd Cy,Canterbury,2022-05-25,night match,Vy Bt,2022,342,1.30769230769231,1,168.666666666667,33.33,168.4375,8056
9084606,6838,8301,6838,field,Ge Rd Lr,Leicester,2022-05-26,day/night match,Vy Bt,2022,1378,1.14285714285714,0.0163934426229508,174.076923076923,50,173.357142857143,6838
9084599,9967,7573,7573,field,Cy Gd He,Brighton,2022-05-26,night match,Vy Bt,2022,797,1.88888888888889,2.9047619047619,162.909090909091,100,150,7573
9084585,10366,8917,10366,bat,En Bm,Birmingham,2022-05-26,day/night match,Vy Bt,2022,1161,1.25,1,168.785714285714,100,148.307692307692,10366
9084648,8917,6838,8917,bat,Cy Gd Nn,Northampton,2022-05-27,day/night match,Vy Bt,2022,1637,1,1.95238095238095,174.769230769231,100,165,8917
9084620,7608,9967,7608,field,Cy Gd Bl,Bristol,2022-05-27,day/night match,Vy Bt,2022,1245,0.333333333333333,0.51219512195122,175.916666666667,50,171.875,9967
9084669,6698,8301,6698,field,Ge Rd Lr,Leicester,2022-05-28,day match,Vy Bt,2022,1378,1.75,0.672131147540984,170,50,171.3125,6698
9084711,7258,9701,9701,field,Te Cr As Cy Gd Tn,Taunton,2022-05-29,day match,Vy Bt,2022,1042,0.428571428571429,0.506172839506173,159.076923076923,100,173.071428571429,9701
9084704,9967,8056,9967,field,Cy Gd He,Brighton,2022-05-29,day match,Vy Bt,2022,797,1.1875,0.672131147540984,164.230769230769,50,150.375,9967
9084697,7573,8700,8700,field,Rt Ct Cb Rt,Radlett,2022-05-29,day match,Vy Bt,2022,14825,0.909090909090909,0.51219512195122,165.461538461538,50,184.833333333333,8700
9185413,30428,48341,48341,bat,Na Mi Sm Ad,Ahmedabad,2022-05-29,night match,In Pr Le,2022,5893,1.66666666666667,0.672131147540984,173.333333333333,0,155.1,30428
9084690,8301,10618,8301,bat,Hy Ls,Leeds,2022-05-29,day match,Vy Bt,2022,1266,0.666666666666667,2.9047619047619,175.733333333333,50,169.136363636364,8301
9084683,8182,10576,8182,bat,Od Td Mr,Manchester,2022-05-29,day match,Vy Bt,2022,538,0.75,1.48780487804878,162.615384615385,50,147.277777777778,8182
9084676,6838,10366,10366,bat,En Bm,Birmingham,2022-05-29,day match,Vy Bt,2022,1161,1,0.344262295081967,178,100,148,6838
9084725,7727,9701,9701,field,Te Re Bl Sn,Southampton,2022-05-30,day/night match,Vy Bt,2022,8301,0.5,1,167.846153846154,33.33,152,9701
9084746,7727,7258,7258,field,Cy Gd Cd,Chelmsford,2022-05-31,night match,Vy Bt,2022,2239,1.14285714285714,2.9047619047619,164.642857142857,100,133.166666666667,7258
9084753,8182,8987,8182,field,Tt Be Nm,Nottingham,2022-05-31,day/night match,Vy Bt,2022,251,0.909090909090909,1.32786885245902,164.071428571429,0,147.769230769231,8182
9084739,9876,7608,9876,field,Kn Ol Ln,London,2022-05-31,day/night match,Vy Bt,2022,328,2.5,1,164.454545454545,100,136.25,7608
9084732,10618,6698,6698,field,Hy Ls,Leeds,2022-05-31,day/night match,Vy Bt,2022,1266,0.666666666666667,0.344262295081967,170.785714285714,100,169.416666666667,6698
9084774,6838,10576,6838,field,Re Gd Cr le St,Chester-le-Street,2022-06-01,day/night match,Vy Bt,2022,7286,0.538461538461538,0.51219512195122,176.466666666667,0,162.5,10576
9084781,9967,9701,9967,field,Te Cr As Cy Gd Tn,Taunton,2022-06-01,day/night match,Vy Bt,2022,1042,0.6875,0.506172839506173,164.714285714286,0,169.3125,9701
9084760,8056,7608,7608,field,Cy Gd Bl,Bristol,2022-06-01,day/night match,Vy Bt,2022,1245,2.33333333333333,1.48780487804878,166.8,50,172,7608
9084858,7573,9701,9701,field,Te Cr As Cy Gd Tn,Taunton,2022-06-03,day/night match,Vy Bt,2022,1042,0.588235294117647,0.344262295081967,165.642857142857,0,171.888888888889,9701
9084823,9876,8056,9876,field,St Le Gd Cy,Canterbury,2022-06-03,night match,Vy Bt,2022,342,1.23076923076923,1.48780487804878,161.5,0,167.944444444444,9876
9084837,6838,10618,10618,bat,Hy Ls,Leeds,2022-06-03,day/night match,Vy Bt,2022,1266,1,41,177.666666666667,100,162.807692307692,6838
9084830,8917,8182,8182,bat,Od Td Mr,Manchester,2022-06-03,day/night match,Vy Bt,2022,538,0.8,0.506172839506173,178.214285714286,50,150.25,8917
9084844,10576,10366,10576,field,Cy Gd Nw Rd Wr,Worcester,2022-06-03,day match,Vy Bt,2022,1525,1.15384615384615,0.259259259259259,166.928571428571,50,157.4,10366
9084851,8700,9967,9967,field,Cy Gd He,Brighton,2022-06-03,night match,Vy Bt,2022,797,1.22222222222222,1,175.357142857143,100,154.1,9967
9084886,10366,8987,10366,field,En Bm,Birmingham,2022-06-05,day match,Vy Bt,2022,1161,1.18181818181818,1.48780487804878,171.466666666667,50,148.8,10366
9084900,6838,8917,8917,bat,Re Gd Cr le St,Chester-le-Street,2022-06-05,day match,Vy Bt,2022,7286,0.545454545454545,1.95238095238095,178.466666666667,0,162.444444444444,6838
9084914,10618,8987,10618,field,Hy Ls,Leeds,2022-06-06,day/night match,Vy Bt,2022,1266,0.636363636363636,1,169.133333333333,0,166.071428571429,10618
9084942,6698,8917,8917,bat,Cy Gd Nn,Northampton,2022-06-07,day/night match,Vy Bt,2022,1637,1.16666666666667,1.97560975609756,162.461538461538,100,171.071428571429,6698
9151064,69,27,27,field,R Pa Sm Co,Colombo,2022-06-07,night match,Aa tr of Si La,2022,7041,0.590909090909091,0.0099009900990099,142.733333333333,0,137.433333333333,27
9084935,8056,7258,7258,field,Cy Gd Cd,Chelmsford,2022-06-07,night match,Vy Bt,2022,2239,1.25,1,161.8,100,135.714285714286,7258
9084949,8301,8182,8301,bat,Ge Rd Lr,Leicester,2022-06-07,day/night match,Vy Bt,2022,1378,1,0.753086419753086,174.333333333333,0,166.055555555556,8182
9084963,9967,9876,9876,field,Kn Ol Ln,London,2022-06-08,day/night match,Vy Bt,2022,328,0.375,1,167.2,0,133.909090909091,9876
9084970,6838,10366,10366,bat,Re Gd Cr le St,Chester-le-Street,2022-06-08,day/night match,Vy Bt,2022,7286,0.5,0.344262295081967,178.666666666667,66.67,161.8,6838
9085005,8301,6698,6698,field,Cy Gd Dy,Derby,2022-06-09,night match,Vy Bt,2022,769,1,1,172.133333333333,33.33,162.4,6698
9084984,7608,9701,9701,field,Cy Gd Bl,Bristol,2022-06-09,day/night match,Vy Bt,2022,1245,0.411764705882353,0.506172839506173,169.8,0,162.5,9701
9084998,8917,10576,8917,bat,Cy Gd Nn,Northampton,2022-06-09,day/night match,Vy Bt,2022,1637,0.866666666666667,2.9047619047619,170.266666666667,0,168.8125,8917
8950822,55,34,34,field,An Jy Sm Di,Delhi,2022-06-09,night match,Sh Aa tr of Ia,2022,2344,1.81818181818182,1.24691358024691,154.533333333333,0,135.966666666667,34
9085019,6698,10576,6698,field,Cy Gd Nw Rd Wr,Worcester,2022-06-10,day/night match,Vy Bt,2022,1525,0.733333333333333,3.85714285714286,162.933333333333,0,166.083333333333,10576
9085012,10366,10618,10618,bat,En Bm,Birmingham,2022-06-10,day/night match,Vy Bt,2022,1161,0.846153846153846,1.97560975609756,165.4,50,144.066666666667,10366
9085047,7258,8700,7258,field,Cy Gd Cd,Chelmsford,2022-06-10,day/night match,Vy Bt,2022,2239,0.636363636363636,1,153.466666666667,50,135.3125,8700
9085054,8056,9701,8056,field,Te Cr As Cy Gd Tn,Taunton,2022-06-10,day/night match,Vy Bt,2022,1042,0.3125,0.0123456790123456,154.733333333333,25,172.05,9701
9085033,7727,7573,7727,field,Sa Gs Cf,Cardiff,2022-06-10,day/night match,Vy Bt,2022,4521,1.125,1.95238095238095,163.666666666667,100,148.153846153846,7573
9085061,8301,8987,8987,bat,Ge Rd Lr,Leicester,2022-06-10,day/night match,Vy Bt,2022,1378,0.692307692307692,1.95238095238095,168.2,50,163.15,8301
9151078,27,69,69,bat,Pe Il Ct Sm,Kandy,2022-06-11,night match,Aa tr of Si La,2022,17534,1.66666666666667,101,133.266666666667,100,0,27
9176635,76,293,293,bat,He Ss Cb,Harare,2022-06-11,day match,An tr of Ze,2022,1833,0.857142857142857,2.9047619047619,155,0,150.916666666667,76
9176642,293,76,293,bat,He Ss Cb,Harare,2022-06-12,day match,An tr of Ze,2022,1833,1.4,0.672131147540984,171.9,100,152.142857142857,293
8950836,55,34,55,field,Dr YS Ra Ry AA VA Ct Sm Vm,Visakhapatnam,2022-06-14,night match,Sh Aa tr of Ia,2022,13285,1.72727272727273,0.801980198019802,153.666666666667,0,0,34
9176649,293,76,293,bat,He Ss Cb,Harare,2022-06-14,day match,An tr of Ze,2022,1833,0.666666666666667,1,171.727272727273,100,153.0625,293
9085082,10618,6838,10618,bat,Re Gd Cr le St,Chester-le-Street,2022-06-17,day/night match,Vy Bt,2022,7286,1.57142857142857,2.9047619047619,161.266666666667,50,159.954545454545,10618
9085068,7727,8056,7727,field,Te Re Bl Sn,Southampton,2022-06-17,night match,Vy Bt,2022,8301,0.9,1.95238095238095,160.866666666667,0,149.625,7727
9085089,7258,9967,7258,field,Cy Gd Cd,Chelmsford,2022-06-17,night match,Vy Bt,2022,2239,0.529411764705882,1,155.533333333333,0,137.555555555556,9967
9085075,8700,9876,9876,field,Kn Ol Ln,London,2022-06-17,day/night match,Vy Bt,2022,328,0.714285714285714,0.506172839506173,172.066666666667,0,134.958333333333,9876
9085096,9701,7608,9701,field,Te Cr As Cy Gd Tn,Taunton,2022-06-17,day/night match,Vy Bt,2022,1042,2.66666666666667,1.48780487804878,164.6,100,173.318181818182,7608
9085103,8182,8917,8917,bat,Cy Gd Nn,Northampton,2022-06-17,day/night match,Vy Bt,2022,1637,0.636363636363636,0.753086419753086,161.533333333333,66.67,170.444444444444,8182
8950843,55,34,55,field,Sa Ct An Sm Rt,Rajkot,2022-06-17,night match,Sh Aa tr of Ia,2022,16820,1.5,1,154.666666666667,50,0,34
9085117,10576,8301,8301,bat,Ge Rd Lr,Leicester,2022-06-17,day/night match,Vy Bt,2022,1378,1.5,0.51219512195122,175,50,159.681818181818,10576
9085131,10618,6698,6698,field,Qs Pk Cd,Chesterfield,2022-06-18,day match,Vy Bt,2022,1511,1.1,1,160.266666666667,50,0,6698
9085180,8987,8182,8182,field,Sy Pk Bl,Blackpool,2022-06-19,day match,Vy Bt,2022,1658,2,0.344262295081967,155.4,50,0,8182
9085145,7727,9876,9876,field,Te Re Bl Sn,Southampton,2022-06-19,day match,Vy Bt,2022,8301,0.769230769230769,0.405940594059406,165.266666666667,0,153.038461538462,9876
9085159,8056,8700,8700,bat,Ls Ln,London,2022-06-19,day match,Vy Bt,2022,83,0.8,0.51219512195122,162,100,146.3125,8056
9085166,8301,6838,8301,bat,Re Gd Cr le St,Chester-le-Street,2022-06-19,day match,Vy Bt,2022,7286,1.28571428571429,2.9047619047619,158.133333333333,33.33,160.666666666667,8301
9085152,10366,6698,6698,bat,En Bm,Birmingham,2022-06-19,day match,Vy Bt,2022,1161,1,0.753086419753086,159.466666666667,50,141.166666666667,10366
9085201,9701,9876,9876,field,Kn Ol Ln,London,2022-06-21,day/night match,Vy Bt,2022,328,1.41666666666667,0.603960396039604,166.133333333333,50,136.615384615385,9876
9085222,8301,8987,8301,bat,Tt Be Nm,Nottingham,2022-06-21,day/night match,Vy Bt,2022,251,0.909090909090909,2.9047619047619,157,33.33,146.821428571429,8301
9085208,8700,7573,7573,field,Sa Gs Cf,Cardiff,2022-06-21,day/night match,Vy Bt,2022,4521,1.25,1.95238095238095,165.6,66.67,146.821428571429,7573
9085229,8917,10366,10366,bat,Cy Gd Nn,Northampton,2022-06-22,day/night match,Vy Bt,2022,1637,1.54545454545455,1.97560975609756,174.4,0,168.75,8917
9085243,10576,10618,10618,field,Cy Gd Nw Rd Wr,Worcester,2022-06-23,day match,Vy Bt,2022,1525,1.2,0.259259259259259,168.333333333333,0,163.571428571429,10618
9085264,7727,9701,7727,field,Te Cr As Cy Gd Tn,Taunton,2022-06-23,night match,Vy Bt,2022,1042,0.529411764705882,0.672131147540984,165.066666666667,25,173.916666666667,9701
9085236,7258,8700,7258,field,Ls Ln,London,2022-06-23,day/night match,Vy Bt,2022,83,1.09090909090909,3.85714285714286,161.6,66.67,145.833333333333,8700
9085257,9967,9876,9967,field,Cy Gd He,Brighton,2022-06-23,night match,Vy Bt,2022,797,1.07692307692308,0.603960396039604,174.4,0,154.25,9876
9085299,8987,6838,8987,field,Re Gd Cr le St,Chester-le-Street,2022-06-24,day/night match,Vy Bt,2022,7286,1.42857142857143,21,151.4,100,158.423076923077,6838
9085285,9967,8056,8056,field,St Le Gd Cy,Canterbury,2022-06-24,night match,Vy Bt,2022,342,2.33333333333333,2.9047619047619,175.066666666667,66.67,165.45,9967
9085320,10618,8917,10618,field,Cy Gd Nn,Northampton,2022-06-24,day/night match,Vy Bt,2022,1637,0.666666666666667,1,157.6,100,172.681818181818,8917
9085306,9701,7573,9701,field,Sa Gs Cf,Cardiff,2022-06-24,day/night match,Vy Bt,2022,4521,1.8,1,167.8,100,148.466666666667,7573
9085313,7258,9876,7258,field,Cy Gd Cd,Chelmsford,2022-06-24,night match,Vy Bt,2022,2239,0.736842105263158,1.24691358024691,163.8,100,147.65,9876
9123162,216,55,55,field,Te Ve Me Dn,Dublin,2022-06-26,day match,Ia tr of Id,2022,6831,0.347826086956522,0.506172839506173,154.266666666667,0,148.5,55
9123169,55,216,55,bat,Te Ve Me Dn,Dublin,2022-06-28,day match,Ia tr of Id,2022,6831,2.75,1.97560975609756,158.933333333333,100,129,55
9085369,7258,9967,7258,field,Cy Gd He,Brighton,2022-07-01,night match,Vy Bt,2022,797,1.2,2.46341463414634,161.266666666667,33.33,155.571428571429,9967
9085348,8056,9876,9876,field,Kn Ol Ln,London,2022-07-01,day/night match,Vy Bt,2022,328,0.411764705882353,0.672131147540984,158,66.67,137.178571428571,9876
9085334,7727,7608,7727,bat,Te Re Bl Sn,Southampton,2022-07-01,night match,Vy Bt,2022,8301,1.66666666666667,1.48780487804878,164.6,100,152.928571428571,7727
9085383,8301,8917,8301,bat,Ge Rd Lr,Leicester,2022-07-01,day/night match,Vy Bt,2022,1378,0.555555555555556,1,154.533333333333,50,156.125,8301
9085376,6838,8987,8987,bat,Tt Be Nm,Nottingham,2022-07-01,day/night match,Vy Bt,2022,251,0.875,0.024390243902439,172.866666666667,0,146.8,6838
9085341,10366,10618,10366,field,Hy Ls,Leeds,2022-07-01,day/night match,Vy Bt,2022,1266,0.647058823529412,0.753086419753086,160.666666666667,33.33,167.7,10618
9085446,8301,10618,8301,field,Ge Rd Lr,Leicester,2022-07-03,day match,Vy Bt,2022,1378,0.611111111111111,1.32786885245902,158.4,66.67,160.538461538462,10618
9085425,9967,7727,7727,field,Cy Gd He,Brighton,2022-07-03,day/night match,Vy Bt,2022,797,0.7,0.259259259259259,174.266666666667,50,159,7727
9085439,6838,6698,6698,field,Cy Gd Dy,Derby,2022-07-03,day match,Vy Bt,2022,769,0.454545454545455,0.0123456790123456,173.533333333333,0,165.583333333333,6698
9085411,10366,8182,8182,bat,Od Td Mr,Manchester,2022-07-03,day/night match,Vy Bt,2022,538,1.33333333333333,1,165.6,0,150.590909090909,10366
9220063,41,188,41,bat,Wr Pk Ru Da,Roseau,2022-07-03,day match,Bh tr of Wt Is,2022,4416,1.57142857142857,1.95238095238095,166.733333333333,100,0,41
9085432,9701,9876,9701,field,Te Cr As Cy Gd Tn,Taunton,2022-07-03,day/night match,Vy Bt,2022,1042,1.6,0.672131147540984,160.733333333333,33.33,176,9876
9085453,10618,9876,10618,field,Kn Ol Ln,London,2022-07-06,day/night match,Vy Bt,2022,328,1.09090909090909,1,166.066666666667,0,140.9,9876
9085460,7727,10366,7727,bat,En Bm,Birmingham,2022-07-07,day/night match,Vy Bt,2022,1161,0.846153846153846,1.97560975609756,164.733333333333,0,146.233333333333,7727
9085467,7258,8182,8182,bat,Od Td Mr,Manchester,2022-07-08,day/night match,Vy Bt,2022,538,1.5,1.65573770491803,166.533333333333,0,152.083333333333,7258
8938348,55,20,55,field,En Bm,Birmingham,2022-07-09,day match,Ia tr of Ed,2022,1161,0.607142857142857,1.97560975609756,163.866666666667,60,147.166666666667,20
9249162,895,300,300,field,St Pe Fd Vr,Prague,2022-07-09,day match,Aa tr of Ch Rc,2022,24828,1,1,0,0,0,895
8938355,20,55,20,bat,Tt Be Nm,Nottingham,2022-07-10,day match,Ia tr of Ed,2022,251,1.66666666666667,0.405940594059406,163.266666666667,20,144.366666666667,20
9250268,76,174,76,field,Qs Ss Cb Bo,Bulawayo,2022-07-11,day match,Se tr of Ze,2022,1840,7,41,155.266666666667,0,0,174
9250310,146,118,118,bat,Qs Ss Cb Bo,Bulawayo,2022-07-12,day match,Ns tr of Ze,2022,1840,0.25,1,0,0,180.5,146
9250303,90,174,90,field,Bo Ac Cb,Bulawayo,2022-07-12,day match,Ud Ss of Aa tr of Ze,2022,3226,3,51,169,0,0,174
9250338,76,90,76,bat,Qs Ss Cb Bo,Bulawayo,2022-07-14,day match,Ud Ss of Aa tr of Ze,2022,1840,1.4,0.605881483670755,160,0,148.5,76
9250359,174,146,146,field,Bo Ac Cb,Bulawayo,2022-07-15,day match,Se tr of Ze,2022,3226,0.5,1,218.5,0,135,146
9250373,90,118,118,bat,Bo Ac Cb,Bulawayo,2022-07-15,day match,Ud Ss of Aa tr of Ze,2022,3226,1,1.96153846153846,181,0,135,90
9085481,10618,8182,8182,bat,En Bm,Birmingham,2022-07-16,day match,Vy Bt,2022,1161,1.54545454545455,1,164.733333333333,50,146.166666666667,10618
9085495,7727,8182,7727,bat,En Bm,Birmingham,2022-07-16,night match,Vy Bt,2022,1161,1,1.32786885245902,165.4,0,146.166666666667,7727
9085488,7727,9701,7727,bat,En Bm,Birmingham,2022-07-16,day/night match,Vy Bt,2022,1161,0.647058823529412,1.32786885245902,165.4,40,146.166666666667,7727
9250380,251,146,251,field,Qs Ss Cb Bo,Bulawayo,2022-07-17,day match,Ua tr of Ze,2022,1840,0.333333333333333,0.0196078431372549,127,0,153,146
9250387,174,28594,28594,bat,Bo Ac Cb,Bulawayo,2022-07-17,day match,Se tr of Ze,2022,3226,1,1,194.333333333333,0,140,174
9250401,76,118,76,bat,Qs Ss Cb Bo,Bulawayo,2022-07-17,day match,Ns tr of Ze,2022,1840,2,1,162.2,0,153,76
9123197,48,216,48,field,Cl Se Ct Cb St Bt,Belfast,2022-07-18,day match,Nw Zd tr of Id,2022,9876,1.8,0.51219512195122,141.666666666667,0,151.25,216
9123204,48,216,48,field,Cl Se Ct Cb St Bt,Belfast,2022-07-20,day match,Nw Zd tr of Id,2022,9876,1.9,1,149.2,100,153.333333333333,216
9123211,216,48,48,bat,Cl Se Ct Cb St Bt,Belfast,2022-07-22,day match,Nw Zd tr of Id,2022,9876,0.526315789473684,0.024390243902439,158.533333333333,0,148.75,216
9152352,48,223,48,field,Ge Ct Cb Gd Rn Pe Eh,Edinburgh,2022-07-27,day match,Nw Zd tr of Sd,2022,1672,3.33333333333333,61,154.8,100,149,223
8938404,20,34,20,field,Cy Gd Bl,Bristol,2022-07-27,day/night match,Sh Aa tr of Ed,2022,1245,1.44444444444444,1,165.6,0,154.642857142857,34
9225334,55,41,55,field,Bn La Sm Ta Td,Tarouba,2022-07-29,day match,Ia tr of Wt Is ad Ud Ss of Aa,2022,14300,1.6,1.32786885245902,168.2,0,0,41
8938418,34,20,34,field,Te Re Bl Sn,Southampton,2022-07-31,day match,Sh Aa tr of Ed,2022,8301,0.777777777777778,0.672131147540984,157.866666666667,50,151.566666666667,20
9225341,55,41,41,field,Wr Pk Be St Ks,Basseterre,2022-08-01,day match,Ia tr of Wt Is ad Ud Ss of Aa,2022,4045,0.933333333333333,1.97560975609756,175.2,100,156.666666666667,41
9263092,76,188,76,bat,He Ss Cb,Harare,2022-08-02,day match,Bh tr of Ze,2022,1833,1.8,2.9047619047619,159.933333333333,33.33,148,76
9225348,41,55,55,field,Wr Pk Be St Ks,Basseterre,2022-08-02,day match,Ia tr of Wt Is ad Ud Ss of Aa,2022,4045,1,1,165.133333333333,50,157.333333333333,55
9123218,34,216,34,bat,Cy Gd Bl,Bristol,2022-08-03,day/night match,Sh Aa tr of Ed,2022,1245,2.375,41,159.6,100,162,34
9094210,46752,46738,46738,field,Te Re Bl Sn,Southampton,2022-08-03,night match,Te Hd Ms Cn,2022,8301,2.28571428571429,0.207920792079208,154.875,50,152.266666666667,46738
9176320,48,118,48,bat,Sk Wt Te He,The Hague,2022-08-04,day/night match,Nw Zd tr of Ns,2022,17765,3.6,1.97560975609756,163.6,0,0,48
9123225,34,216,34,field,Cy Gd Bl,Bristol,2022-08-05,day/night match,Sh Aa tr of Ed,2022,1245,2.25,41,163.066666666667,100,166.277777777778,216
9094224,46766,46745,46745,field,Od Td Mr,Manchester,2022-08-05,night match,Te Hd Ms Cn,2022,538,0.875,0.672131147540984,143.166666666667,0,152.807692307692,46745
9094231,46780,46731,46731,field,Tt Be Nm,Nottingham,2022-08-06,day match,Te Hd Ms Cn,2022,251,0.705882352941177,1.97560975609756,151,100,148.066666666667,46731
9094245,46773,46766,46773,bat,Ls Ln,London,2022-08-08,night match,Te Hd Ms Cn,2022,83,0.6,1,145.428571428571,100,146.3,46773
9094252,46745,46731,46731,field,Hy Ls,Leeds,2022-08-09,night match,Te Hd Ms Cn,2022,1266,0.941176470588235,1.48780487804878,152.375,0,172.833333333333,46731
9150126,293,216,216,bat,Cl Se Ct Cb St Bt,Belfast,2022-08-09,day match,An tr of Id,2022,9876,0.857142857142857,61,167.833333333333,0,154.4,293
9094259,46780,46738,46780,field,En Bm,Birmingham,2022-08-10,night match,Te Hd Ms Cn,2022,1161,0.818181818181818,0.603960396039604,150.2,0,149.8,46738
9150133,293,216,216,bat,Cl Se Ct Cb St Bt,Belfast,2022-08-11,day match,An tr of Id,2022,9876,0.875,2.9047619047619,167.846153846154,0,156.916666666667,293
9094273,46773,46738,46773,bat,Te Re Bl Sn,Southampton,2022-08-12,night match,Te Hd Ms Cn,2022,8301,1,0.506172839506173,147.25,0,150.4,46773
9150140,293,216,293,field,Cl Se Ct Cb St Bt,Belfast,2022-08-12,day match,An tr of Id,2022,9876,0.777777777777778,1.48780487804878,164.571428571429,0,152.142857142857,216
9094280,46766,46731,46731,field,Od Td Mr,Manchester,2022-08-13,day match,Te Hd Ms Cn,2022,538,0.789473684210526,0.0163934426229508,147.5,0,153.428571428571,46731
9094294,46745,46773,46773,bat,Hy Ls,Leeds,2022-08-14,day match,Te Hd Ms Cn,2022,1266,1.36363636363636,0.672131147540984,152.333333333333,100,167.666666666667,46745
9094301,46738,46759,46759,field,Kn Ol Ln,London,2022-08-14,night match,Te Hd Ms Cn,2022,328,0.454545454545455,1,140.583333333333,100,140.433333333333,46759
9094308,46731,46780,46780,field,En Bm,Birmingham,2022-08-15,night match,Te Hd Ms Cn,2022,1161,2.22222222222222,1.32786885245902,139.166666666667,33.33,148.233333333333,46780
9150154,293,216,216,field,Cl Se Ct Cb St Bt,Belfast,2022-08-17,day match,An tr of Id,2022,9876,0.7,1.48780487804878,166.2,33.33,155.375,216
9094329,46766,46738,46766,field,Te Re Bl Sn,Southampton,2022-08-18,night match,Te Hd Ms Cn,2022,8301,1.55555555555556,0.024390243902439,152.111111111111,0,148.5,46738
9094336,46745,46780,46745,field,En Bm,Birmingham,2022-08-19,night match,Te Hd Ms Cn,2022,1161,1.63636363636364,0.672131147540984,151.4,0,148.866666666667,46780
9094343,46773,46731,46731,field,Tt Be Nm,Nottingham,2022-08-20,night match,Te Hd Ms Cn,2022,251,0.722222222222222,1,146.8,0,151.9,46731
9301963,202,279,279,field,Al At Ct Gd On Ct My Tf 1,Al Amarat,2022-08-21,night match,Ud Ab Es tr of On,2022,23736,7,81,174.857142857143,0,142.818181818182,279
9301970,202,174,202,field,Al At Ct Gd On Ct My Tf 1,Al Amarat,2022-08-22,night match,Ud Ab Es tr of On,2022,23736,7,61,174.625,0,145.5,174
9094364,46780,46759,46780,field,Kn Ol Ln,London,2022-08-23,night match,Te Hd Ms Cn,2022,328,0.454545454545455,0.672131147540984,153.230769230769,100,141.833333333333,46759
9301991,202,146,146,field,Al At Ct Gd On Ct My Tf 1,Al Amarat,2022-08-24,night match,Ud Ab Es tr of On,2022,23736,2.33333333333333,1.7768715409263,173,0,144.807692307692,146
9094378,46731,46738,46738,field,Te Re Bl Sn,Southampton,2022-08-25,night match,Te Hd Ms Cn,2022,8301,1.7,3.85714285714286,138.357142857143,50,149.6,46738
9299331,195,237,237,field,Ga Cb Gd Ni,Nairobi,2022-08-25,day match,Nl tr of Ka,2022,4913,0.5,0.0163934426229508,0,0,0,237
